authority,username
ROLE_ORG_ADMIN,ricardo_humberto
ROLE_ORG_ADMIN,risaralda_admin
ROLE_ORG_ADMIN,rochester_admin
ROLE_ORG_ADMIN,rodrigues
ROLE_ORG_ADMIN,rodrigues_admin
ROLE_ORG_ADMIN,roma_admin
ROLE_ORG_ADMIN,romania_admin
ROLE_ORG_ADMIN,romford_admin
ROLE_ORG_ADMIN,romina
ROLE_ORG_ADMIN,rose_belle_admin
ROLE_ORG_ADMIN,rostock_admin
ROLE_ADMIN,rotorua_admin
ROLE_FORM_ADMIN,portugal_admin
ROLE_FORM_ADMIN,rekha
ROLE_FORM_ADMIN,manchester_admin
ROLE_ORG_ADMIN,sa_admin
ROLE_ORG_ADMIN,sabadell_admin
ROLE_ORG_ADMIN,sacramento_admin
ROLE_ORG_ADMIN,salvador_admin
ROLE_ORG_ADMIN,sam_admin
ROLE_ORG_ADMIN,samora_admin
ROLE_ORG_ADMIN,san_fernando_admin
ROLE_ORG_ADMIN,san_francisco_admin
ROLE_ORG_ADMIN,sanath
ROLE_ORG_ADMIN,sangre_grande_admin
ROLE_ORG_ADMIN,sanjay_sao
ROLE_ORG_ADMIN,santo_domingo_admin
ROLE_ORG_ADMIN,sardinia_admin
ROLE_ORG_ADMIN,scf_admin
ROLE_ORG_ADMIN,seal_beach_admin
ROLE_ORG_ADMIN,sentul_admin
ROLE_ORG_ADMIN,seoul_admin
ROLE_ORG_ADMIN,seremban_admin
ROLE_ORG_ADMIN,serra_cipo_admin
ROLE_ORG_ADMIN,serra_negra_admin
ROLE_ORG_ADMIN,sevilla_admin
ROLE_ORG_ADMIN,shanti_sarovar_admin
ROLE_ADMIN,shashin
ROLE_ORG_ADMIN,sheffield_admin
ROLE_ORG_ADMIN,sicilia_admin
ROLE_ORG_ADMIN,siem_reap_admin
ROLE_ORG_ADMIN,singapore_admin
ROLE_ORG_ADMIN,singapore_clementi_admin
ROLE_ORG_ADMIN,singapore_nco_admin
ROLE_ORG_ADMIN,singapore_yoga_admin
ROLE_ORG_ADMIN,singapore_yoga_centre_admin
ROLE_ORG_ADMIN,singaraja_admin
ROLE_ORG_ADMIN,slough_admin
ROLE_ORG_ADMIN,southall
ROLE_ORG_ADMIN,southall_admin
ROLE_ORG_ADMIN,southhall_admin
ROLE_ORG_ADMIN,soweto_admin
ROLE_ORG_ADMIN,spain_admin
ROLE_ORG_ADMIN,spain_other_admin
ROLE_ORG_ADMIN,special_event_admin
ROLE_ORG_ADMIN,sspaul_admin
ROLE_ORG_ADMIN,st_augustine_admin
ROLE_ORG_ADMIN,st_kitts_admin
ROLE_ORG_ADMIN,st_lucia_admin
ROLE_ORG_ADMIN,st_maarten_admin
ROLE_ORG_ADMIN,st_michael_admin
ROLE_ORG_ADMIN,stalbans_admin
ROLE_ORG_ADMIN,stanmore_admin
ROLE_ORG_ADMIN,stockholm_admin
ROLE_ORG_ADMIN,stuttgart_admin
ROLE_ORG_ADMIN,subog_admin
ROLE_ADMIN,sudarshan
ROLE_ORG_ADMIN,sunshinewest_admin
ROLE_ORG_ADMIN,surabaya_admin
ROLE_ORG_ADMIN,suriname_admin
ROLE_ORG_ADMIN,suttoncoldfield_admin
